accession	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point
SAMN06611808	6611808	DMSO_0_24 [CR03C02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054089	GSM2539722	3	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611809	6611809	DMSO_0_24 [CR03C01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054088	GSM2539721	3	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611810	6611810	NVP-231_0.028_24 [CR03B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054087	GSM2539720	3	H-STS NET	NVP-231	H-STS NET cell line, NVP-231, 24h	24h
SAMN06611811	6611811	NVP-231_0.028_24 [CR03B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054086	GSM2539719	3	H-STS NET	NVP-231	H-STS NET cell line, NVP-231, 24h	24h
SAMN06611812	6611812	NVP-231_0.27_24 [CR03B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054085	GSM2539718	3	H-STS NET	NVP-231	H-STS NET cell line, NVP-231, 24h	24h
SAMN06611813	6611813	NVP-231_0.27_24 [CR03B09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054084	GSM2539717	3	H-STS NET	NVP-231	H-STS NET cell line, NVP-231, 24h	24h
SAMN06611814	6611814	Methylstat_0.072_24 [CR03B08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054083	GSM2539716	3	H-STS NET	Methylstat	H-STS NET cell line, Methylstat, 24h	24h
SAMN06611815	6611815	Methylstat_0.072_24 [CR03B07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054081	GSM2539715	3	H-STS NET	Methylstat	H-STS NET cell line, Methylstat, 24h	24h
SAMN06611816	6611816	Methylstat_0.72_24 [CR03B06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054082	GSM2539714	3	H-STS NET	Methylstat	H-STS NET cell line, Methylstat, 24h	24h
SAMN06611817	6611817	Methylstat_0.72_24 [CR03B05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054080	GSM2539713	3	H-STS NET	Methylstat	H-STS NET cell line, Methylstat, 24h	24h
SAMN06611818	6611818	Alisertib_0.004_24 [CR03A04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054079	GSM2539712	3	H-STS NET	Alisertib	H-STS NET cell line, Alisertib, 24h	24h
SAMN06611819	6611819	Alisertib_0.004_24 [CR03A03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054078	GSM2539711	3	H-STS NET	Alisertib	H-STS NET cell line, Alisertib, 24h	24h
SAMN06611820	6611820	Alisertib_0.044_24 [CR03A02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054077	GSM2539710	3	H-STS NET	Alisertib	H-STS NET cell line, Alisertib, 24h	24h
SAMN06611821	6611821	Alisertib_0.044_24 [CR03A01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054076	GSM2539709	3	H-STS NET	Alisertib	H-STS NET cell line, Alisertib, 24h	24h
SAMN06611822	6611822	YM-155_0.00006_6 [CR2D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054075	GSM2539708	2	H-STS NET	YM-155	H-STS NET cell line, YM-155, 6h	6h
SAMN06611823	6611823	YM-155_0.00006_6 [CR2D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054074	GSM2539707	2	H-STS NET	YM-155	H-STS NET cell line, YM-155, 6h	6h
SAMN06611824	6611824	YM-155_0.0007_6 [CR2D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054073	GSM2539706	2	H-STS NET	YM-155	H-STS NET cell line, YM-155, 6h	6h
SAMN06611825	6611825	YM-155_0.0007_6 [CR2D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054072	GSM2539705	2	H-STS NET	YM-155	H-STS NET cell line, YM-155, 6h	6h
SAMN06611826	6611826	Sunitinib_0.176_6 [CR2D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054070	GSM2539704	2	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 6h	6h
SAMN06611827	6611827	Sunitinib_0.176_6 [CR2D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054069	GSM2539703	2	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 6h	6h
SAMN06611828	6611828	Sunitinib_1.76_6 [CR2D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054071	GSM2539702	2	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 6h	6h
SAMN06611829	6611829	Sunitinib_1.76_6 [CR2D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054068	GSM2539701	2	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 6h	6h
SAMN06611830	6611830	SNX-2112_0.006_6 [CR2D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054067	GSM2539700	2	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 6h	6h
SAMN06611831	6611831	SNX-2112_0.066_6 [CR2C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054063	GSM2539697	2	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 6h	6h
SAMN06611832	6611832	Obatoclax_0.068_6 [CR2C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054064	GSM2539696	2	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 6h	6h
SAMN06611833	6611833	Obatoclax_0.068_6 [CR2C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054062	GSM2539695	2	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 6h	6h
SAMN06611834	6611834	Obatoclax_0.68_6 [CR2C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054061	GSM2539694	2	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 6h	6h
SAMN06611835	6611835	Obatoclax_0.68_6 [CR2C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054060	GSM2539693	2	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 6h	6h
SAMN06611836	6611836	DMSO__24 [CR11D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054451	GSM2540084	11A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611837	6611837	DMSO__24 [CR11D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054452	GSM2540083	11A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611838	6611838	Arachidonyl_7.44_24 [CR11C4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054449	GSM2540082	11A	H-STS NET	Arachidonyl	H-STS NET cell line, Arachidonyl, 24h	24h
SAMN06611839	6611839	Arachidonyl_7.44_24 [CR11C3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054448	GSM2540081	11A	H-STS NET	Arachidonyl	H-STS NET cell line, Arachidonyl, 24h	24h
SAMN06611840	6611840	Y-27632_3.36_6 [CR11A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054447	GSM2540080	11A	H-STS NET	Y-27632	H-STS NET cell line, Y-27632, 6h	6h
SAMN06611841	6611841	Vincristine_0.0008_6 [CR11B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054446	GSM2540079	11A	H-STS NET	Vincristine	H-STS NET cell line, Vincristine, 6h	6h
SAMN06611842	6611842	Vincristine_0.0008_6 [CR11B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054445	GSM2540078	11A	H-STS NET	Vincristine	H-STS NET cell line, Vincristine, 6h	6h
SAMN06611843	6611843	Rosiglitazone_20_6 [CR11A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054444	GSM2540077	11A	H-STS NET	Rosiglitazone	H-STS NET cell line, Rosiglitazone, 6h	6h
SAMN06611844	6611844	Rosiglitazone_20_6 [CR11A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054443	GSM2540076	11A	H-STS NET	Rosiglitazone	H-STS NET cell line, Rosiglitazone, 6h	6h
SAMN06611845	6611845	Parbendazole_0.054_6 [CR11B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054441	GSM2540075	11A	H-STS NET	Parbendazole	H-STS NET cell line, Parbendazole, 6h	6h
SAMN06611846	6611846	Parbendazole_0.054_6 [CR11B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054442	GSM2540074	11A	H-STS NET	Parbendazole	H-STS NET cell line, Parbendazole, 6h	6h
SAMN06611847	6611847	Epigallocatechin gallate_15.12_6 [CR11B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054440	GSM2540073	11A	H-STS NET	Epigallocatechin gallate	H-STS NET cell line, Epigallocatechin gallate, 6h	6h
SAMN06611848	6611848	Epigallocatechin gallate_15.12_6 [CR11B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054439	GSM2540072	11A	H-STS NET	Epigallocatechin gallate	H-STS NET cell line, Epigallocatechin gallate, 6h	6h
SAMN06611849	6611849	DMSO__6 [CR11B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054438	GSM2540071	11A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611850	6611850	DMSO__6 [CR11B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054437	GSM2540070	11A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611851	6611851	Arachidonyl_7.44_6 [CR11A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054436	GSM2540069	11A	H-STS NET	Arachidonyl	H-STS NET cell line, Arachidonyl, 6h	6h
SAMN06611852	6611852	Arachidonyl_7.44_6 [CR11A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054435	GSM2540068	11A	H-STS NET	Arachidonyl	H-STS NET cell line, Arachidonyl, 6h	6h
SAMN06611853	6611853	Vorinostat_0.2_24 [CR10D8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054434	GSM2540067	10B	H-STS NET	Vorinostat	H-STS NET cell line, Vorinostat, 24h	24h
SAMN06611854	6611854	Vorinostat_0.2_24 [CR10D7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054433	GSM2540066	10B	H-STS NET	Vorinostat	H-STS NET cell line, Vorinostat, 24h	24h
SAMN06611855	6611855	TW-37_4_24 [CR10C2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054432	GSM2540065	10B	H-STS NET	TW-37	H-STS NET cell line, TW-37, 24h	24h
SAMN06611856	6611856	TW-37_4_24 [CR10C1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054429	GSM2540064	10B	H-STS NET	TW-37	H-STS NET cell line, TW-37, 24h	24h
SAMN06611857	6611857	Sorafenib_3.72_24 [CR10D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054430	GSM2540063	10B	H-STS NET	Sorafenib	H-STS NET cell line, Sorafenib, 24h	24h
SAMN06611858	6611858	Sorafenib_3.72_24 [CR10D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054431	GSM2540062	10B	H-STS NET	Sorafenib	H-STS NET cell line, Sorafenib, 24h	24h
SAMN06611859	6611859	Pluripotin_0.005_24 [CR10C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054428	GSM2540061	10B	H-STS NET	Pluripotin	H-STS NET cell line, Pluripotin, 24h	24h
SAMN06611860	6611860	Pluripotin_0.005_24 [CR10C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054427	GSM2540060	10B	H-STS NET	Pluripotin	H-STS NET cell line, Pluripotin, 24h	24h
SAMN06611861	6611861	GSK461364_0.01_24 [CR10C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054426	GSM2540059	10B	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 24h	24h
SAMN06611862	6611862	DMSO__24 [CR10D4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054423	GSM2540057	10B	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611863	6611863	DMSO__24 [CR10D3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054424	GSM2540056	10B	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611864	6611864	Bortezomib_0.02_24 [CR10C4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054422	GSM2540055	10B	H-STS NET	Bortezomib	H-STS NET cell line, Bortezomib, 24h	24h
SAMN06611865	6611865	Bortezomib_0.02_24 [CR10C3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054421	GSM2540054	10B	H-STS NET	Bortezomib	H-STS NET cell line, Bortezomib, 24h	24h
SAMN06611866	6611866	CD-437_0.236_6 [CR04B04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054121	GSM2539754	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 6h	6h
SAMN06611867	6611867	CD-437_0.236_6 [CR04B03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054118	GSM2539753	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 6h	6h
SAMN06611868	6611868	DMSO__6 [CR04B02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054120	GSM2539752	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611869	6611869	DMSO__6 [CR04B01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054119	GSM2539751	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611870	6611870	Brefeldin A_0.042_6 [CR04A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054117	GSM2539750	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 6h	6h
SAMN06611871	6611871	Brefeldin A_0.042_6 [CR04A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054116	GSM2539749	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 6h	6h
SAMN06611872	6611872	Bortezomib_0.05_6 [CR04A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054115	GSM2539748	4	H-STS NET	Bortezomib	H-STS NET cell line, Bortezomib, 6h	6h
SAMN06611873	6611873	Bortezomib_0.05_6 [CR04A09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054114	GSM2539747	4	H-STS NET	Bortezomib	H-STS NET cell line, Bortezomib, 6h	6h
SAMN06611874	6611874	BMS-754807_0.72_6 [CR04A08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054113	GSM2539746	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 6h	6h
SAMN06611875	6611875	BMS-754807_0.72_6 [CR04A07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054112	GSM2539745	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 6h	6h
SAMN06611876	6611876	BI-2536_0.009_6 [CR04A06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054110	GSM2539744	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 6h	6h
SAMN06611877	6611877	BI-2536_0.009_6 [CR04A05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054111	GSM2539743	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 6h	6h
SAMN06611878	6611878	At13387_0.07_6 [CR04A04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054109	GSM2539742	4	H-STS NET	At13387	H-STS NET cell line, At13387, 6h	6h
SAMN06611879	6611879	At13387_0.07_6 [CR04A03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054108	GSM2539741	4	H-STS NET	At13387	H-STS NET cell line, At13387, 6h	6h
SAMN06611880	6611880	Parthenolide_0.8_6 [CR04A02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054107	GSM2539740	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 6h	6h
SAMN06611881	6611881	Parthenolide_0.8_6 [CR04A01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054106	GSM2539739	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 6h	6h
SAMN06611882	6611882	YM-155_0.00006_24 [CR03D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054105	GSM2539738	3	H-STS NET	YM-155	H-STS NET cell line, YM-155, 24h	24h
SAMN06611883	6611883	YM-155_0.00006_24 [CR03D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054103	GSM2539737	3	H-STS NET	YM-155	H-STS NET cell line, YM-155, 24h	24h
SAMN06611884	6611884	YM-155_0.0007_24 [CR03D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054104	GSM2539736	3	H-STS NET	YM-155	H-STS NET cell line, YM-155, 24h	24h
SAMN06611908	6611908	RAD001_5.88_24 [CR13D6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054548	GSM2540177	12A	H-STS NET	RAD001	H-STS NET cell line, RAD001, 24h	24h
SAMN06611909	6611909	Pluripotin_0.004_24 [CR13C6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054543	GSM2540176	12A	H-STS NET	Pluripotin	H-STS NET cell line, Pluripotin, 24h	24h
SAMN06611910	6611910	SU11274_1.52_24 [CR13D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054546	GSM2540181	12A	H-STS NET	SU11274	H-STS NET cell line, SU11274, 24h	24h
SAMN06611911	6611911	SU11274_1.52_24 [CR13C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054547	GSM2540180	12A	H-STS NET	SU11274	H-STS NET cell line, SU11274, 24h	24h
SAMN06611912	6611912	SCH-79797_0.06_24 [CR13C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054545	GSM2540179	12A	H-STS NET	SCH-79797	H-STS NET cell line, SCH-79797, 24h	24h
SAMN06611913	6611913	RAD001_5.88_24 [CR13D7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054542	GSM2540178	12A	H-STS NET	RAD001	H-STS NET cell line, RAD001, 24h	24h
SAMN06611914	6611914	PKC412_2.84_24 [CR13B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054544	GSM2540175	12A	H-STS NET	PKC412	H-STS NET cell line, PKC412, 24h	24h
SAMN06611917	6611917	PKC412_2.84_24 [CR13B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054541	GSM2540174	12A	H-STS NET	PKC412	H-STS NET cell line, PKC412, 24h	24h
SAMN06611918	6611918	PF-573228_2.08_24 [CR13C1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054539	GSM2540173	12A	H-STS NET	PF-573228	H-STS NET cell line, PF-573228, 24h	24h
SAMN06611919	6611919	PF-573228_2.08_24 [CR13B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054540	GSM2540172	12A	H-STS NET	PF-573228	H-STS NET cell line, PF-573228, 24h	24h
SAMN06611920	6611920	NIlotinib_7.68_24 [CR13C9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054536	GSM2540171	12A	H-STS NET	NIlotinib	H-STS NET cell line, NIlotinib, 24h	24h
SAMN06611921	6611921	NIlotinib_7.68_24 [CR13C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054534	GSM2540170	12A	H-STS NET	NIlotinib	H-STS NET cell line, NIlotinib, 24h	24h
SAMN06611922	6611922	LY-2183240_0.64_24 [CR13B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054538	GSM2540169	12A	H-STS NET	LY-2183240	H-STS NET cell line, LY-2183240, 24h	24h
SAMN06611923	6611923	LY-2183240_0.64_24 [CR13B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054535	GSM2540168	12A	H-STS NET	LY-2183240	H-STS NET cell line, LY-2183240, 24h	24h
