BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	age	biomaterial_provider	cell_line	cell_subtype	disease	isolate	sex	tissue	treatment
SAMN19551070	SRR14727662	2022-01-01T03:01:40Z	2021-06-04T04:09:00Z	19923799	5977139700	19923799	300	1793		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727662/SRR14727662.lite.1	SRX11064521	DR2_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131445	simple	9606	Homo sapiens	DR2_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	BEA7744CCD1CA1F8A6475CDB533D0B53	F861B6D9EC885F5836E2D8D4090A1109	19551070	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_24_2	SRA: SRS9131445	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 24hr #2
SAMN19551071	SRR14727661	2022-01-01T03:01:40Z	2021-06-04T04:02:26Z	20838045	6251413500	20838045	300	1870		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727661/SRR14727661.lite.1	SRX11064522	DR3_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131446	simple	9606	Homo sapiens	DR3_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	DA68E89D2B48989013BF4D261DAC47D7	0AE0EE65B3E15CC2189307E4691F8B11	19551071	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_24_1	SRA: SRS9131446	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 24hr #1
SAMN19551072	SRR14727508	2022-01-01T03:01:41Z	2021-06-04T03:39:13Z	20774558	6232367400	20774558	300	1863		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727508/SRR14727508.lite.1	SRX11064675	DR3_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131599	simple	9606	Homo sapiens	DR3_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	58D8973C872C774E983010AF664E8513	00B18C338C1BA13148002527F3D1FDAE	19551072	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_24_2	SRA: SRS9131599	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 24hr #2
SAMN19551073	SRR14727510	2022-01-01T03:01:41Z	2021-06-04T03:46:46Z	22440151	6732045300	22440151	300	1943		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727510/SRR14727510.lite.1	SRX11064673	S1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131597	simple	9606	Homo sapiens	S1					male		no					COLD SPRING HARBOR	SRA1240524		public	61A9CB55B09DDA77A1BCD62C4AB43A87	4D37140C8AC9A13087F50D19E7BA0938	19551073	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S1	SRA: SRS9131597	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 0hr #1
SAMN19551074	SRR14727660	2022-01-01T03:01:40Z	2021-06-04T04:08:05Z	24257171	7277151300	24257171	300	2144		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727660/SRR14727660.lite.1	SRX11064523	S2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131447	simple	9606	Homo sapiens	S2					male		no					COLD SPRING HARBOR	SRA1240524		public	01BBF24AF8C26E3273FF2CB677F51BDA	0A5E7E2EB854A7657F0413AEBF77F0FB	19551074	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S2	SRA: SRS9131447	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 0hr #2
SAMN19551075	SRR14727659	2022-01-01T03:01:40Z	2021-06-04T04:09:19Z	25234998	7570499400	25234998	300	2230		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727659/SRR14727659.lite.1	SRX11064524	S3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131448	simple	9606	Homo sapiens	S3					male		no					COLD SPRING HARBOR	SRA1240524		public	F9CD1BE41CE14C1EC7DDE4CCE7163B1D	6359182F2E6DCBE7859EB0EFADE250C5	19551075	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S3	SRA: SRS9131448	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 6hr DMSO #1
SAMN19551076	SRR14727658	2022-01-01T03:01:40Z	2021-06-04T04:30:29Z	24106309	7231892700	24106309	300	2116		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727658/SRR14727658.lite.1	SRX11064525	S4	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131449	simple	9606	Homo sapiens	S4					male		no					COLD SPRING HARBOR	SRA1240524		public	80488F40D94A43A90F2C7E5B60F92B5A	6DA9C3DC00B37C5CDACCFF783E4ACEFE	19551076	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S4	SRA: SRS9131449	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 6hr DMSO #2
SAMN19551077	SRR14727657	2022-01-01T03:01:40Z	2021-06-04T04:10:52Z	25436553	7630965900	25436553	300	2244		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727657/SRR14727657.lite.1	SRX11064526	S5	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131450	simple	9606	Homo sapiens	S5					male		no					COLD SPRING HARBOR	SRA1240524		public	F4495482BC75FB47125980F4157717BA	277DB9659A1E67AD7B94E1FC8D22035E	19551077	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S5	SRA: SRS9131450	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 6hr + OTS964 #1
SAMN19551078	SRR14727511	2022-01-01T03:01:41Z	2021-06-04T04:04:57Z	23852894	7155868200	23852894	300	2089		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727511/SRR14727511.lite.1	SRX11064672	S6	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131596	simple	9606	Homo sapiens	S6					male		no					COLD SPRING HARBOR	SRA1240524		public	060CA341B66CB0E92661881E65D4F942	A81968A109452A0458318E6D44C81C49	19551078	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S6	SRA: SRS9131596	73	Jason Sheltzer lab	Suit2	CDK11B-G579S, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B-G579S OE	male	pancreas	SUIT2 cas9 G579S 6hr + OTS964 #2
SAMN19551079	SRR14727512	2022-01-01T03:01:41Z	2021-06-04T03:44:20Z	28489121	8546736300	28489121	300	2494		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727512/SRR14727512.lite.1	SRX11064671	S7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131595	simple	9606	Homo sapiens	S7					male		no					COLD SPRING HARBOR	SRA1240524		public	38431404674C9D4F68949586CDDD00D8	FCEAFC1F861E5FFE9C274B9DEE4AAB52	19551079	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S7	SRA: SRS9131595	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 0hr #1
SAMN19551080	SRR14727513	2022-01-01T03:01:41Z	2021-06-04T03:41:32Z	24248496	7274548800	24248496	300	2117		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727513/SRR14727513.lite.1	SRX11064670	S8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131593	simple	9606	Homo sapiens	S8					male		no					COLD SPRING HARBOR	SRA1240524		public	452F1DD090E87762A66E21CB52D8ACAD	10900851D342F1FCAB77C8A2630E9432	19551080	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S8	SRA: SRS9131593	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 0hr #2
SAMN19551081	SRR14727514	2022-01-01T03:01:41Z	2021-06-04T03:48:23Z	24964193	7489257900	24964193	300	2183		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727514/SRR14727514.lite.1	SRX11064669	S9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131594	simple	9606	Homo sapiens	S9					male		no					COLD SPRING HARBOR	SRA1240524		public	7FB812B16C6704048FCB0BAC3A29F931	64EC2282FC6D16CE75CBCA6E3816E3AE	19551081	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S9	SRA: SRS9131594	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 6hr DMSO #1
SAMN19551082	SRR14727515	2022-01-01T03:01:41Z	2021-06-04T03:41:53Z	24372741	7311822300	24372741	300	2137		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727515/SRR14727515.lite.1	SRX11064668	S10	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131591	simple	9606	Homo sapiens	S10					male		no					COLD SPRING HARBOR	SRA1240524		public	93894EAAC82BC05ECCF7292DC9A68436	A28F8C5ADB80C8C4ED6CA7746D197876	19551082	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S10	SRA: SRS9131591	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 6hr DMSO #2
SAMN19551083	SRR14727517	2022-01-01T03:01:41Z	2021-06-04T03:47:24Z	29535430	8860629000	29535430	300	2589		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727517/SRR14727517.lite.1	SRX11064666	S11	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131590	simple	9606	Homo sapiens	S11					male		no					COLD SPRING HARBOR	SRA1240524		public	7C663921BB7E5D19FA8B90B094CF3E8B	382FBB54BFE141D5EFA4C0B8681B68D1	19551083	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S11	SRA: SRS9131590	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 6hr + OTS964 #1
SAMN19551084	SRR14727518	2022-01-01T03:01:41Z	2021-06-04T03:40:13Z	22032137	6609641100	22032137	300	1948		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727518/SRR14727518.lite.1	SRX11064665	S12	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131588	simple	9606	Homo sapiens	S12					male		no					COLD SPRING HARBOR	SRA1240524		public	91BF62D1E5831454972AEED8527395E9	022DB62CAE9DD3FF2A8DC2B8F98E20AF	19551084	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: S12	SRA: SRS9131588	73	Jason Sheltzer lab	Suit2	Empty vector	Pancreatic ductal adenocarcinoma	Suit2	male	pancreas	SUIT2 cas9 EV 6hr + OTS964 #2
SAMN19551085	SRR14727519	2022-01-01T03:01:41Z	2021-06-04T03:41:25Z	20561990	6168597000	20561990	300	1803		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR014/14727/SRR14727519/SRR14727519.lite.1	SRX11064664	M1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131589	simple	9606	Homo sapiens	M1					female		no					COLD SPRING HARBOR	SRA1240524		public	D6A5B3FACA6B5D8F9299B4920A8EBA51	FE8C215058CEE68897A3E84EDE8000D3	19551085	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M1	SRA: SRS9131589	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 0hr #1
SAMN19551086	SRR14727520	2022-01-01T03:01:41Z	2021-06-04T04:06:44Z	23531682	7059504600	23531682	300	2157		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727520/SRR14727520.lite.1	SRX11064663	M2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131587	simple	9606	Homo sapiens	M2					female		no					COLD SPRING HARBOR	SRA1240524		public	E9AB14DE97D7572DB3B9E86C0B36C52C	6C59A232AA85ABF260E2CE0AB89304D8	19551086	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M2	SRA: SRS9131587	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 0hr #2
SAMN19551087	SRR14727521	2022-01-01T03:01:41Z	2021-06-04T03:45:19Z	20549516	6164854800	20549516	300	1807		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727521/SRR14727521.lite.1	SRX11064662	M3	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131586	simple	9606	Homo sapiens	M3					female		no					COLD SPRING HARBOR	SRA1240524		public	03C2FD770126B0EC4D2C7F6B0D08569E	EBD91AE4F0FDB86975178DD9DBF8F373	19551087	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M3	SRA: SRS9131586	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 6hr DMSO #1
SAMN19551088	SRR14727522	2022-01-01T03:01:41Z	2021-06-04T03:45:41Z	27346301	8203890300	27346301	300	2401		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727522/SRR14727522.lite.1	SRX11064661	M4	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131585	simple	9606	Homo sapiens	M4					female		no					COLD SPRING HARBOR	SRA1240524		public	283569D6BDA48AFA3641668DDC3520E1	FE4149C2A787C10CF705FFB7CF029F2A	19551088	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M4	SRA: SRS9131585	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 6hr DMSO #2
SAMN19551089	SRR14727523	2022-01-01T03:01:41Z	2021-06-04T03:39:04Z	19646863	5894058900	19646863	300	1721		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727523/SRR14727523.lite.1	SRX11064660	M5	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131584	simple	9606	Homo sapiens	M5					female		no					COLD SPRING HARBOR	SRA1240524		public	3AE5E78B8BC19F35A42FF440C8089916	D462311CA149CB0180986317EF2E11AF	19551089	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M5	SRA: SRS9131584	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 6hr + OTS964 #1
SAMN19551090	SRR14727524	2022-01-01T03:01:41Z	2021-06-04T03:48:08Z	29207464	8762239200	29207464	300	2581		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727524/SRR14727524.lite.1	SRX11064659	M6	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131582	simple	9606	Homo sapiens	M6					female		no					COLD SPRING HARBOR	SRA1240524		public	E3BA1A5B67DF71D11221EFF6621A8C86	24F68AC96309EEE50D8BF0E393EBBBC8	19551090	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M6	SRA: SRS9131582	51	Jason Sheltzer lab	MDA-MB-231	CDK11B-G579S, OE	breast adenocarcinoma	MDA-MB-231, CDK11B-G579S OE	female	breast	MDAMB231 G579S 6hr + OTS964 #2
SAMN19551091	SRR14727525	2022-01-01T03:01:41Z	2021-06-04T04:23:49Z	24253069	7275920700	24253069	300	2109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727525/SRR14727525.lite.1	SRX11064658	M7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131581	simple	9606	Homo sapiens	M7					female		no					COLD SPRING HARBOR	SRA1240524		public	54541FDF23B5D4D83BFFB92F8CCBE6A1	BA480024355731F518E9D865C2B27477	19551091	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M7	SRA: SRS9131581	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 0hr #1
SAMN19551092	SRR14727526	2022-01-01T03:01:41Z	2021-06-04T03:44:07Z	28944508	8683352400	28944508	300	2517		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727526/SRR14727526.lite.1	SRX11064657	M8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131583	simple	9606	Homo sapiens	M8					female		no					COLD SPRING HARBOR	SRA1240524		public	A09E94B15A835A86A8144F0959AF894D	6656C540F57CD823EF61D50CB56DFD4C	19551092	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M8	SRA: SRS9131583	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 0hr #2
SAMN19551093	SRR14727528	2022-01-01T03:01:41Z	2021-06-04T04:15:13Z	23392431	7017729300	23392431	300	2054		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727528/SRR14727528.lite.1	SRX11064655	M9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131579	simple	9606	Homo sapiens	M9					female		no					COLD SPRING HARBOR	SRA1240524		public	AF82322F1EAD796B974ED6F21FEA00CA	0035034106F7FF4429035FBD223991EB	19551093	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M9	SRA: SRS9131579	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 6hr DMSO #1
SAMN19551094	SRR14727529	2022-01-01T03:01:41Z	2021-06-04T03:43:47Z	24725938	7417781400	24725938	300	2168		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR014/14727/SRR14727529/SRR14727529.lite.1	SRX11064654	M10	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131578	simple	9606	Homo sapiens	M10					female		no					COLD SPRING HARBOR	SRA1240524		public	298770C8D4D1430DDDAAA67FB737F62F	A9E33E6CBA39112426E817460F741167	19551094	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M10	SRA: SRS9131578	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 6hr DMSO #2
SAMN19551095	SRR14727530	2022-01-01T03:01:41Z	2021-06-04T03:43:20Z	34756055	10426816500	34756055	300	2977		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727530/SRR14727530.lite.1	SRX11064653	M11	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131577	simple	9606	Homo sapiens	M11					female		no					COLD SPRING HARBOR	SRA1240524		public	9391548A54E024C9E1087CF98643BA9B	836F35DB9A8EA5BF729CF0BA780A9075	19551095	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M11	SRA: SRS9131577	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 6hr + OTS964 #1
SAMN19551096	SRR14727531	2022-01-01T03:01:41Z	2021-06-04T03:46:53Z	27154395	8146318500	27154395	300	2364		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727531/SRR14727531.lite.1	SRX11064652	M12	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131576	simple	9606	Homo sapiens	M12					female		no					COLD SPRING HARBOR	SRA1240524		public	393CC729B2B8BCA4A50AB40F744B2903	434F8DFAAE5F2EE4E25E238358B83B09	19551096	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: M12	SRA: SRS9131576	51	Jason Sheltzer lab	MDA-MB-231	Empty vector	breast adenocarcinoma	MDA-MB-231	female	breast	MDAMB231 EV 6hr + OTS964 #2
SAMN19551097	SRR14727532	2022-01-01T03:01:41Z	2021-06-04T03:59:39Z	29103712	8731113600	29103712	300	2525		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727532/SRR14727532.lite.1	SRX11064651	Sc1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131575	simple	9606	Homo sapiens	Sc1					male		no					COLD SPRING HARBOR	SRA1240524		public	791BE265BDF82D1330ED58A68396D3C2	8283602760D70AC77E2C5CB8EF98F3A5	19551097	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: Sc1	SRA: SRS9131575	73	Jason Sheltzer lab	Suit2	CDK11B, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B OE	male	pancreas	SUIT2 cas9 CDK11B/1346 #1
SAMN19551098	SRR14727533	2022-01-01T03:01:41Z	2021-06-04T03:43:40Z	30541734	9162520200	30541734	300	2774		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727533/SRR14727533.lite.1	SRX11064650	Sc2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131574	simple	9606	Homo sapiens	Sc2					male		no					COLD SPRING HARBOR	SRA1240524		public	4172C8D8787CF62108D9A69F991FFF85	48F626F667ED0FF9419ED421A4A8B233	19551098	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: Sc2	SRA: SRS9131574	73	Jason Sheltzer lab	Suit2	CDK11B, OE	Pancreatic ductal adenocarcinoma	Suit2, CDK11B OE	male	pancreas	SUIT2 cas9 CDK11B/1346 #2
