accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27108820	27108820	lncap_LNCAPPS5A_G7_Bay 11-7085_3_24	Department of Systems Biology, Columbia University	9606	SRS13705244	GSM5986608	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bay 11-7085	CRL-1740
SAMN27108821	27108821	lncap_LNCAPPS5A_G6_Etonitazenyl isothiocyanate_4_24	Department of Systems Biology, Columbia University	9606	SRS13705243	GSM5986607	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Etonitazenyl isothiocyanate	CRL-1740
SAMN27108822	27108822	lncap_LNCAPPS5A_G5_JK 184_0.09_24	Department of Systems Biology, Columbia University	9606	SRS13705242	GSM5986606	male	50	LNCaP	missing	missing	ATCC	prostate cancer	JK 184	CRL-1740
SAMN27108823	27108823	lncap_LNCAPPS5A_G4_AT 101_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705241	GSM5986605	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AT 101	CRL-1740
SAMN27108824	27108824	lncap_LNCAPPS5A_G3_PHA 665752_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13705240	GSM5986604	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PHA 665752	CRL-1740
SAMN27108825	27108825	lncap_LNCAPPS5A_G2_FIT_4_24	Department of Systems Biology, Columbia University	9606	SRS13705239	GSM5986603	male	50	LNCaP	missing	missing	ATCC	prostate cancer	FIT	CRL-1740
SAMN27108826	27108826	lncap_LNCAPPS5A_G1_RS 17053 hydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13705238	GSM5986602	male	50	LNCaP	missing	missing	ATCC	prostate cancer	RS 17053 hydrochloride	CRL-1740
SAMN27108827	27108827	lncap_LNCAPPS5A_F12_Tetraethylthiuram disulfide_0.11_24	Department of Systems Biology, Columbia University	9606	SRS13705237	GSM5986601	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tetraethylthiuram disulfide	CRL-1740
SAMN27108828	27108828	lncap_LNCAPPS5A_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705236	GSM5986600	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108829	27108829	lncap_LNCAPPS5A_F10_beta-Lapachone_1_24	Department of Systems Biology, Columbia University	9606	SRS13705235	GSM5986599	male	50	LNCaP	missing	missing	ATCC	prostate cancer	beta-Lapachone	CRL-1740
SAMN27108830	27108830	lncap_LNCAPPS5A_F9_Emetine dihydrochloride hydrate_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13705231	GSM5986598	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Emetine dihydrochloride hydrate	CRL-1740
SAMN27108831	27108831	lncap_LNCAPPS5A_F8_Brefeldin A_0.05_24	Department of Systems Biology, Columbia University	9606	SRS13705230	GSM5986597	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Brefeldin A	CRL-1740
SAMN27108832	27108832	lncap_LNCAPPS5A_F7_CP-100356 monohydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13705229	GSM5986596	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CP-100356 monohydrochloride	CRL-1740
SAMN27108833	27108833	lncap_LNCAPPS5A_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705228	GSM5986595	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108834	27108834	lncap_LNCAPPS5A_F5_SN 38_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13705227	GSM5986594	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SN 38	CRL-1740
SAMN27108835	27108835	lncap_LNCAPPS5A_F4_BIBU 1361 dihydrochloride_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705226	GSM5986593	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BIBU 1361 dihydrochloride	CRL-1740
SAMN27108836	27108836	lncap_LNCAPPS5A_F3_JTC 801_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705225	GSM5986592	male	50	LNCaP	missing	missing	ATCC	prostate cancer	JTC 801	CRL-1740
SAMN27108837	27108837	lncap_LNCAPPS5A_F2_GR 127935 hydrochloride_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705224	GSM5986591	male	50	LNCaP	missing	missing	ATCC	prostate cancer	GR 127935 hydrochloride	CRL-1740
SAMN27108838	27108838	lncap_LNCAPPS5A_F1_Metaphit_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705223	GSM5986590	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Metaphit	CRL-1740
SAMN27108839	27108839	lncap_LNCAPPS5A_E12_Vincristine_0.025_24	Department of Systems Biology, Columbia University	9606	SRS13705222	GSM5986589	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vincristine	CRL-1740
SAMN27108840	27108840	lncap_LNCAPPS5A_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705221	GSM5986588	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108841	27108841	lncap_LNCAPPS5A_E10_Niclosamide_1_24	Department of Systems Biology, Columbia University	9606	SRS13705220	GSM5986587	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Niclosamide	CRL-1740
SAMN27108842	27108842	lncap_LNCAPPS5A_E9_Diphenyleneiodonium chloride_0.04_24	Department of Systems Biology, Columbia University	9606	SRS13705219	GSM5986586	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Diphenyleneiodonium chloride	CRL-1740
SAMN27108843	27108843	lncap_LNCAPPS5A_E8_Calcimycin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705218	GSM5986585	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Calcimycin	CRL-1740
SAMN27108844	27108844	lncap_LNCAPPS5A_E7_Cantharidin_1_24	Department of Systems Biology, Columbia University	9606	SRS13705217	GSM5986584	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cantharidin	CRL-1740
SAMN27108845	27108845	lncap_LNCAPPS5A_E6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705216	GSM5986583	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108846	27108846	lncap_LNCAPPS5A_E5_Astemizole_2_24	Department of Systems Biology, Columbia University	9606	SRS13705215	GSM5986582	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Astemizole	CRL-1740
SAMN27108847	27108847	lncap_LNCAPPS5A_E4_SNAP 5089_3_24	Department of Systems Biology, Columbia University	9606	SRS13705214	GSM5986581	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SNAP 5089	CRL-1740
SAMN27108848	27108848	lncap_LNCAPPS5A_E3_ER 27319 maleate_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705213	GSM5986580	male	50	LNCaP	missing	missing	ATCC	prostate cancer	ER 27319 maleate	CRL-1740
SAMN27108849	27108849	lncap_LNCAPPS5A_E2_WIN 64338 hydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13705212	GSM5986579	male	50	LNCaP	missing	missing	ATCC	prostate cancer	WIN 64338 hydrochloride	CRL-1740
SAMN27108850	27108850	lncap_LNCAPPS5A_E1_Pyrrolidinedithiocarbamate ammonium_1_24	Department of Systems Biology, Columbia University	9606	SRS13705211	GSM5986578	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pyrrolidinedithiocarbamate ammonium	CRL-1740
SAMN27108851	27108851	lncap_LNCAPPS5A_D12_CP-31398 dihydrochloride hydrate_2_24	Department of Systems Biology, Columbia University	9606	SRS13704882	GSM5986577	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CP-31398 dihydrochloride hydrate	CRL-1740
SAMN27108852	27108852	lncap_LNCAPPS5A_D11_Terfenadine_2_24	Department of Systems Biology, Columbia University	9606	SRS13705210	GSM5986576	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Terfenadine	CRL-1740
SAMN27108853	27108853	lncap_LNCAPPS5A_D10_Parthenolide_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705209	GSM5986575	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Parthenolide	CRL-1740
SAMN27108854	27108854	lncap_LNCAPPS5A_D9_(S)-(+)-Camptothecin_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13705208	GSM5986574	male	50	LNCaP	missing	missing	ATCC	prostate cancer	(S)-(+)-Camptothecin	CRL-1740
SAMN27108855	27108855	lncap_LNCAPPS5A_D8_Benserazide hydrochloride_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13705207	GSM5986573	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Benserazide hydrochloride	CRL-1740
SAMN27108856	27108856	lncap_LNCAPPS5A_D7_Chelerythrine chloride_1_24	Department of Systems Biology, Columbia University	9606	SRS13705206	GSM5986572	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Chelerythrine chloride	CRL-1740
SAMN27108857	27108857	lncap_LNCAPPS5A_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705205	GSM5986571	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108858	27108858	lncap_LNCAPPS5A_D5_NSC632839_2_24	Department of Systems Biology, Columbia University	9606	SRS13705204	GSM5986570	male	50	LNCaP	missing	missing	ATCC	prostate cancer	NSC632839	CRL-1740
SAMN27108859	27108859	lncap_LNCAPPS5A_D4_IMD 0354_2_24	Department of Systems Biology, Columbia University	9606	SRS13705202	GSM5986569	male	50	LNCaP	missing	missing	ATCC	prostate cancer	IMD 0354	CRL-1740
SAMN27108860	27108860	lncap_LNCAPPS5A_D3_Ro 31-8220 mesylate_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705203	GSM5986568	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ro 31-8220 mesylate	CRL-1740
SAMN27108861	27108861	lncap_LNCAPPS5A_D2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13705201	GSM5986567	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108862	27108862	lncap_LNCAPPS5A_D1_Tetrindole mesylate_3_24	Department of Systems Biology, Columbia University	9606	SRS13704881	GSM5986566	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tetrindole mesylate	CRL-1740
SAMN27108863	27108863	lncap_LNCAPPS5A_C12_Sanguinarine chloride_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705200	GSM5986565	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sanguinarine chloride	CRL-1740
SAMN27108864	27108864	lncap_LNCAPPS5A_C11_Quinacrine dihydrochloride_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705199	GSM5986564	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Quinacrine dihydrochloride	CRL-1740
SAMN27108865	27108865	lncap_LNCAPPS5A_C10_Ivermectin_2_24	Department of Systems Biology, Columbia University	9606	SRS13705197	GSM5986563	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ivermectin	CRL-1740
SAMN27108866	27108866	lncap_LNCAPPS5A_C9_2_3-Dimethoxy-1_4-naphthoquinone_3-Dimethoxy-1_4-naphthoquinone_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705198	GSM5986562	male	50	LNCaP	missing	missing	ATCC	prostate cancer	2_3-Dimethoxy-1_4-naphthoquinone_3-Dimethoxy-1_4-naphthoquinone	CRL-1740
SAMN27108867	27108867	lncap_LNCAPPS5A_C8_Bromoacetyl alprenolol menthane_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705196	GSM5986561	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bromoacetyl alprenolol menthane	CRL-1740
SAMN27108868	27108868	lncap_LNCAPPS5A_C7_Anisomycin_0.06_24	Department of Systems Biology, Columbia University	9606	SRS13705195	GSM5986560	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Anisomycin	CRL-1740
SAMN27108869	27108869	lncap_LNCAPPS5A_C6_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13705194	GSM5986559	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108870	27108870	lncap_LNCAPPS5A_C5_CGK 733_3_24	Department of Systems Biology, Columbia University	9606	SRS13705193	GSM5986558	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CGK 733	CRL-1740
SAMN27108871	27108871	lncap_LNCAPPS5A_C4_Bax channel blocker_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705192	GSM5986557	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bax channel blocker	CRL-1740
SAMN27108872	27108872	lncap_LNCAPPS5A_C3_ZK 93423_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705191	GSM5986556	male	50	LNCaP	missing	missing	ATCC	prostate cancer	ZK 93423	CRL-1740
SAMN27108873	27108873	lncap_LNCAPPS5A_C2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704879	GSM5986555	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108874	27108874	lncap_LNCAPPS5A_C1_IPAG_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704394	GSM5986554	male	50	LNCaP	missing	missing	ATCC	prostate cancer	IPAG	CRL-1740
SAMN27108875	27108875	lncap_LNCAPPS5A_B12_Wiskostatin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704393	GSM5986553	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Wiskostatin	CRL-1740
SAMN27108876	27108876	lncap_LNCAPPS5A_B11_Stattic_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704392	GSM5986552	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Stattic	CRL-1740
SAMN27108877	27108877	lncap_LNCAPPS5A_B10_L-703_606 oxalate salt hydrate_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704391	GSM5986551	male	50	LNCaP	missing	missing	ATCC	prostate cancer	L-703_606 oxalate salt hydrate	CRL-1740
SAMN27108878	27108878	lncap_LNCAPPS5A_B9_NSC 95397_1_24	Department of Systems Biology, Columbia University	9606	SRS13704390	GSM5986550	male	50	LNCaP	missing	missing	ATCC	prostate cancer	NSC 95397	CRL-1740
SAMN27108879	27108879	lncap_LNCAPPS5A_B8_CGP-74514A hydrochloride_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704389	GSM5986549	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CGP-74514A hydrochloride	CRL-1740
SAMN27108880	27108880	lncap_LNCAPPS5A_B7_(R)-CR8_0.23_24	Department of Systems Biology, Columbia University	9606	SRS13704388	GSM5986548	male	50	LNCaP	missing	missing	ATCC	prostate cancer	(R)-CR8	CRL-1740
SAMN27108881	27108881	lncap_LNCAPPS5A_B6_DIPPA hydrochloride_2_24	Department of Systems Biology, Columbia University	9606	SRS13704387	GSM5986547	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DIPPA hydrochloride	CRL-1740
SAMN27108882	27108882	lncap_LNCAPPS5A_B5_CGP 71683 hydrochloride_5_24	Department of Systems Biology, Columbia University	9606	SRS13704386	GSM5986546	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CGP 71683 hydrochloride	CRL-1740
SAMN27108883	27108883	lncap_LNCAPPS5A_B4_Lylamine hydrochloride_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704385	GSM5986545	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lylamine hydrochloride	CRL-1740
SAMN27108884	27108884	lncap_LNCAPPS5A_B3_NSC 663284_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704880	GSM5986544	male	50	LNCaP	missing	missing	ATCC	prostate cancer	NSC 663284	CRL-1740
SAMN27108885	27108885	lncap_LNCAPPS5A_B2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704384	GSM5986543	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108886	27108886	lncap_LNCAPPS5A_B1_HEAT hydrochloride_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704383	GSM5986542	male	50	LNCaP	missing	missing	ATCC	prostate cancer	HEAT hydrochloride	CRL-1740
SAMN27108887	27108887	lncap_LNCAPPS5A_A12_PAC-1_2_24	Department of Systems Biology, Columbia University	9606	SRS13704382	GSM5986541	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PAC-1	CRL-1740
SAMN27108888	27108888	lncap_LNCAPPS5A_A11_Auranofin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704381	GSM5986540	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Auranofin	CRL-1740
SAMN27108889	27108889	lncap_LNCAPPS5A_A10_NNC 55-0396_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704380	GSM5986539	male	50	LNCaP	missing	missing	ATCC	prostate cancer	NNC 55-0396	CRL-1740
SAMN27108890	27108890	lncap_LNCAPPS5A_A9_Ellipticine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704379	GSM5986538	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ellipticine	CRL-1740
SAMN27108891	27108891	lncap_LNCAPPS5A_A8_Z-L-Phe chloromethyl ketone_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704377	GSM5986537	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Z-L-Phe chloromethyl ketone	CRL-1740
SAMN27108892	27108892	lncap_LNCAPPS5A_A7_SR 33805 oxalate_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704378	GSM5986536	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SR 33805 oxalate	CRL-1740
SAMN27108893	27108893	lncap_LNCAPPS5A_A6_SU 3327_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704376	GSM5986535	male	50	LNCaP	missing	missing	ATCC	prostate cancer	SU 3327	CRL-1740
SAMN27108894	27108894	lncap_LNCAPPS5A_A5_Mibefradil dihydrochloride_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704375	GSM5986534	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mibefradil dihydrochloride	CRL-1740
SAMN27108895	27108895	lncap_LNCAPPS5A_A4_IKK 16_2_24	Department of Systems Biology, Columbia University	9606	SRS13704373	GSM5986533	male	50	LNCaP	missing	missing	ATCC	prostate cancer	IKK 16	CRL-1740
SAMN27108896	27108896	lncap_LNCAPPS5A_A3_(R)-(-)-Niguldipine hydrochloride_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704374	GSM5986532	male	50	LNCaP	missing	missing	ATCC	prostate cancer	(R)-(-)-Niguldipine hydrochloride	CRL-1740
SAMN27108897	27108897	lncap_LNCAPPS5A_A2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704372	GSM5986531	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108898	27108898	lncap_LNCAPPS5A_A1_3'-Fluorobenzylspiperone maleate_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13704371	GSM5986530	male	50	LNCaP	missing	missing	ATCC	prostate cancer	3'-Fluorobenzylspiperone maleate	CRL-1740
SAMN27108899	27108899	lncap_LNCAPPS4B_H12_PI-103_0.0002_24	Department of Systems Biology, Columbia University	9606	SRS13704369	GSM5986529	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PI-103	CRL-1740
SAMN27108900	27108900	lncap_LNCAPPS4B_G12_PP-121_0.0011_24	Department of Systems Biology, Columbia University	9606	SRS13704370	GSM5986528	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PP-121	CRL-1740
SAMN27108901	27108901	lncap_LNCAPPS4B_F12_CCT128930_0.00145_24	Department of Systems Biology, Columbia University	9606	SRS13704368	GSM5986527	male	50	LNCaP	missing	missing	ATCC	prostate cancer	CCT128930	CRL-1740
SAMN27108902	27108902	lncap_LNCAPPS4B_E12_LAQ824_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704367	GSM5986526	male	50	LNCaP	missing	missing	ATCC	prostate cancer	LAQ824	CRL-1740
SAMN27108903	27108903	lncap_LNCAPPS4B_D12_GSK690693_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704366	GSM5986525	male	50	LNCaP	missing	missing	ATCC	prostate cancer	GSK690693	CRL-1740
SAMN27108904	27108904	lncap_LNCAPPS4B_C12_PIK-75_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704365	GSM5986524	male	50	LNCaP	missing	missing	ATCC	prostate cancer	PIK-75	CRL-1740
SAMN27108905	27108905	lncap_LNCAPPS4B_B12_Nigericin_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13704364	GSM5986523	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Nigericin	CRL-1740
SAMN27108906	27108906	lncap_LNCAPPS4B_A12_Akt Inhibitor IV_0.04_24	Department of Systems Biology, Columbia University	9606	SRS13704363	GSM5986522	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Akt Inhibitor IV	CRL-1740
SAMN27108907	27108907	lncap_LNCAPPS4B_H11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704362	GSM5986521	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108908	27108908	lncap_LNCAPPS4B_G11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704361	GSM5986520	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27108909	27108909	lncap_LNCAPPS4B_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704360	GSM5986519	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108910	27108910	lncap_LNCAPPS4B_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704359	GSM5986518	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27108911	27108911	lncap_LNCAPPS4B_D11_Cdk/Crk Inhibitor_0.05_24	Department of Systems Biology, Columbia University	9606	SRS13704358	GSM5986517	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cdk/Crk Inhibitor	CRL-1740
